"Id","GameId","Offense","OffenseConference","Defense","DefenseConference","DriveNumber","Scoring","StartPeriod","StartYardline","StartYardsToGoal","StartTime Minutes","StartTime Seconds","EndPeriod","EndYardline","EndYardsToGoal","EndTime Minutes","EndTime Seconds","Plays","Yards","DriveResult","IsHomeOffense","StartOffenseScore","StartDefenseScore","EndOffenseScore","EndDefenseScore"
"4006038271","400603827","Alabama","SEC","Wisconsin","Big Ten","1","false","1","20","80","15","0","1","24","76","11","11","6","4","PUNT","true","0","0","0","0"
"4006038272","400603827","Wisconsin","Big Ten","Alabama","SEC","2","false","1","64","64","11","11","1","45","45","7","55","6","19","PUNT","false","0","0","0","0"
"4006038273","400603827","Alabama","SEC","Wisconsin","Big Ten","3","true","1","10","90","7","55","1","100","0","5","54","6","90","TD","true","0","0","7","0"
"4006038274","400603827","Wisconsin","Big Ten","Alabama","SEC","4","false","1","83","83","5","54","1","60","60","3","31","4","23","PUNT","false","0","7","0","7"
"4006038275","400603827","Alabama","SEC","Wisconsin","Big Ten","5","false","1","16","84","3","31","1","32","68","0","30","7","16","PUNT","true","7","0","7","0"
"4006038276","400603827","Wisconsin","Big Ten","Alabama","SEC","6","true","1","63","63","0","30","2","0","0","11","6","9","63","TD","false","0","7","7","7"
"4006038277","400603827","Alabama","SEC","Wisconsin","Big Ten","7","true","2","12","88","11","6","2","100","0","6","39","8","88","TD","true","7","7","14","7"
"4006038278","400603827","Wisconsin","Big Ten","Alabama","SEC","8","false","2","82","82","6","39","2","49","49","1","15","9","33","PUNT","false","7","14","7","14"
"4006038279","400603827","Alabama","SEC","Wisconsin","Big Ten","9","false","2","13","87","1","15","2","19","81","0","9","3","6","PUNT","true","14","7","14","7"
"40060382710","400603827","Wisconsin","Big Ten","Alabama","SEC","10","false","2","39","39","0","9","2","20","20","0","0","2","23","DOWNS","false","7","14","7","14"
"40060382712","400603827","Wisconsin","Big Ten","Alabama","SEC","11","false","3","84","84","15","0","3","76","76","11","59","5","8","PUNT","false","7","14","7","14"
