"Id","GameId","Offense","OffenseConference","Defense","DefenseConference","DriveNumber","Scoring","StartPeriod","StartYardline","StartYardsToGoal","StartTime Minutes","StartTime Seconds","EndPeriod","EndYardline","EndYardsToGoal","EndTime Minutes","EndTime Seconds","Plays","Yards","DriveResult","IsHomeOffense","StartOffenseScore","StartDefenseScore","EndOffenseScore","EndDefenseScore"
"4012070981","401207098","North Texas","Conference USA","Houston Christian","Southland","1","true","1","25","75","15","0","1","100","0","12","31","10","75","TD","true","0","0","7","0"
"4012070982","401207098","Houston Christian","Southland","North Texas","Conference USA","2","false","1","90","90","12","31","1","5","5","8","23","9","85","DOWNS","false","0","7","0","7"
"4012070983","401207098","North Texas","Conference USA","Houston Christian","Southland","3","true","1","5","95","8","23","1","100","0","6","7","8","95","TD","true","7","0","14","0"
"4012070984","401207098","Houston Christian","Southland","North Texas","Conference USA","4","false","1","82","82","6","7","1","26","26","1","43","11","56","MISSED FG","false","0","14","0","14"
"4012070985","401207098","North Texas","Conference USA","Houston Christian","Southland","5","true","1","26","74","1","43","2","100","0","14","35","8","74","TD","true","14","0","20","0"
"4012070986","401207098","Houston Christian","Southland","North Texas","Conference USA","6","false","2","81","81","14","35","2","64","64","12","6","5","17","PUNT","false","0","20","0","20"
"4012070987","401207098","North Texas","Conference USA","Houston Christian","Southland","7","false","2","23","77","12","6","2","23","77","11","35","2","0","INT","true","20","0","20","0"
"4012070988","401207098","Houston Christian","Southland","North Texas","Conference USA","8","true","2","29","29","11","35","2","0","0","9","39","5","29","TD","false","0","20","7","20"
"4012070989","401207098","North Texas","Conference USA","Houston Christian","Southland","9","false","2","25","75","9","39","2","52","48","7","44","4","27","PUNT","true","20","7","20","7"
"40120709810","401207098","Houston Christian","Southland","North Texas","Conference USA","10","false","2","80","80","7","44","2","13","13","4","25","13","67","MISSED FG","false","7","20","7","20"
"40120709811","401207098","North Texas","Conference USA","Houston Christian","Southland","11","true","2","20","80","4","25","2","87","13","1","18","9","67","FG","true","20","7","23","7"
"40120709812","401207098","Houston Christian","Southland","North Texas","Conference USA","12","true","2","75","75","1","18","2","33","33","15","0","5","42","FG","false","7","23","10","23"
"40120709813","401207098","Houston Christian","Southland","North Texas","Conference USA","13","false","3","75","75","15","0","3","33","33","10","41","11","42","MISSED FG","false","10","23","10","23"
"40120709814","401207098","North Texas","Conference USA","Houston Christian","Southland","14","true","3","33","67","10","41","3","100","0","8","23","7","67","TD","true","23","10","29","10"
"40120709815","401207098","Houston Christian","Southland","North Texas","Conference USA","15","false","3","75","75","8","23","3","71","71","7","46","3","4","PUNT","false","10","29","10","29"
"40120709816","401207098","North Texas","Conference USA","Houston Christian","Southland","16","true","3","21","79","7","46","3","100","0","7","8","3","79","TD","true","29","10","36","10"
"40120709817","401207098","Houston Christian","Southland","North Texas","Conference USA","17","false","3","75","75","7","8","3","72","72","5","56","3","3","PUNT","false","10","36","10","36"
"40120709818","401207098","North Texas","Conference USA","Houston Christian","Southland","18","true","3","30","70","5","56","3","100","0","3","37","8","70","TD","true","36","10","43","10"
"40120709819","401207098","Houston Christian","Southland","North Texas","Conference USA","19","true","3","75","75","3","37","3","0","0","0","30","10","75","TD","false","10","43","17","43"
"40120709820","401207098","North Texas","Conference USA","Houston Christian","Southland","20","true","3","25","75","0","30","4","100","0","14","25","4","75","TD","true","43","17","50","17"
"40120709821","401207098","Houston Christian","Southland","North Texas","Conference USA","21","false","4","81","81","14","25","4","88","88","13","15","3","-7","PUNT","false","17","50","17","50"
"40120709822","401207098","North Texas","Conference USA","Houston Christian","Southland","22","true","4","45","55","13","15","4","100","0","11","19","7","55","TD","true","50","17","57","17"
"40120709823","401207098","Houston Christian","Southland","North Texas","Conference USA","23","true","4","97","97","11","19","4","0","0","9","36","6","97","TD","false","17","57","24","57"
"40120709824","401207098","North Texas","Conference USA","Houston Christian","Southland","24","false","4","25","75","9","36","4","41","59","7","35","5","16","PUNT","true","57","24","57","24"
"40120709825","401207098","Houston Christian","Southland","North Texas","Conference USA","25","true","4","77","77","7","35","4","0","0","5","36","6","77","TD","false","24","57","31","57"
"40120709826","401207098","North Texas","Conference USA","Houston Christian","Southland","26","false","4","25","75","5","36","4","84","16","0","0","12","59","Uncategorized","true","57","31","57","31"
"4012071011","401207101","South Alabama","Sun Belt","Southern Miss","Conference USA","1","true","1","75","75","15","0","1","0","0","13","57","3","75","TD","false","0","0","6","0"
"4012071012","401207101","Southern Miss","Conference USA","South Alabama","Sun Belt","2","false","1","25","75","13","57","1","25","75","10","48","3","0","PUNT","true","0","6","0","6"
"4012071013","401207101","South Alabama","Sun Belt","Southern Miss","Conference USA","3","false","1","69","69","10","48","1","55","55","8","35","5","14","INT","false","6","0","6","0"
"4012071014","401207101","Southern Miss","Conference USA","South Alabama","Sun Belt","4","false","1","35","65","8","35","1","66","34","5","17","6","31","PUNT","true","0","6","0","6"
